code,title,description,job_zone,education_level,contact_with_others,physical_proximity,violence_exposure,public_facing,schedule_irregularity,isolated_workplace,high_surveillance,median_wage_annual,wage_pct10_annual,wage_pct90_annual,median_wage_hourly,total_employment,skills,training_required
43-9021.00,Data Entry Keyers,"Operate data entry device, such as keyboard or photo composing perforator. Duties may include verifying data and preparing materials for printing.",2.0,2.0,4.24,3.26,1.28,2.34,1.32,False,False,41340.0,31200.0,58790.0,19.88,127080.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9022.00,Word Processors and Typists,"Use word processor, computer, or typewriter to type letters, reports, forms, or other material from rough draft, corrected copy, or voice recording. May perform other clerical duties as assigned.",2.0,2.0,4.69,2.86,1.94,4.46,1.0,False,False,49280.0,36810.0,65150.0,23.69,35010.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9031.00,Desktop Publishers,Format typescript and graphic elements using computer software to produce publication-ready material.,3.0,2.0,4.14,3.02,1.0,3.08,1.03,False,False,55290.0,35680.0,96170.0,26.58,3350.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9041.00,Insurance Claims and Policy Processing Clerks,"Process new insurance policies, modifications to existing policies, and claims forms. Obtain information from policyholders to verify the accuracy and completeness of information on claims forms, applications and related documents, and company records. Update existing policies and company records to reflect changes requested by policyholders and insurance company representatives.",2.0,2.0,4.33,2.88,1.27,3.58,1.01,False,False,49230.0,37560.0,73590.0,23.67,214260.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Prepare incoming and outgoing mail for distribution. Time-stamp, open, read, sort, and route incoming mail; and address, seal, stamp, fold, stuff, and affix postage to outgoing mail or packages. Duties may also include keeping necessary records and completed forms.",2.0,2.0,4.63,3.9,1.32,3.64,1.03,False,False,39280.0,30780.0,54820.0,18.88,55230.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9061.00,"Office Clerks, General","Perform duties too varied and diverse to be classified in any specific office clerical occupation, requiring knowledge of office systems and procedures. Clerical duties may be assigned in accordance with the office procedures of individual establishments and may include a combination of answering telephones, bookkeeping, typing or word processing, office machine operation, and filing.",2.0,2.0,4.73,3.57,1.64,4.29,1.01,False,False,45010.0,30310.0,64680.0,21.64,2464940.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9071.00,"Office Machine Operators, Except Computer","Operate one or more of a variety of office machines, such as photocopying, photographic, and duplicating machines, or other office machines.",2.0,2.0,4.06,3.22,1.08,3.67,1.23,False,False,40960.0,31750.0,57960.0,19.69,25130.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9081.00,Proofreaders and Copy Markers,"Read transcript or proof type setup to detect and mark for correction any grammatical, typographical, or compositional errors. Excludes workers whose primary duty is editing copy. Includes proofreaders of braille.",4.0,6.0,4.73,3.12,1.0,2.6,1.34,False,False,51120.0,34510.0,79290.0,24.58,4580.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}]",
43-9111.00,Statistical Assistants,Compile and compute data according to statistical formulas for use in statistical studies. May perform actuarial computations and compile charts and graphs for use by actuaries. Includes actuarial clerks.,4.0,6.0,4.02,2.81,1.13,3.0,1.04,False,False,50330.0,35990.0,81990.0,24.2,4710.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.e', 'name': 'Programming'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
43-9199.00,"Office and Administrative Support Workers, All Other",All office and administrative support workers not listed separately.,,,,,,,,,False,45670.0,31090.0,71940.0,21.96,192260.0,,
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Directly supervise and coordinate the activities of agricultural, forestry, aquacultural, and related workers.",3.0,6.0,4.34,2.87,1.42,3.23,1.41,False,False,59320.0,38990.0,91770.0,28.52,27960.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
45-2011.00,Agricultural Inspectors,"Inspect agricultural commodities, processing equipment, and facilities, and fish and logging operations, to ensure compliance with regulations and laws governing health, quality, and safety.",2.0,2.0,4.61,3.7,1.67,4.29,1.32,False,False,49940.0,37020.0,79580.0,24.01,14410.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.4.g', 'name': 'Systems Analysis'}]",
45-2021.00,Animal Breeders,"Select and breed animals according to their genealogy, characteristics, and offspring. May require knowledge of artificial insemination techniques and equipment use. May involve keeping records on heats, birth intervals, or pedigree.",2.0,2.0,3.33,2.3,1.16,2.88,1.42,False,False,51130.0,38480.0,90550.0,24.58,1330.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.f', 'name': 'Science'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
45-2041.00,"Graders and Sorters, Agricultural Products","Grade, sort, or classify unprocessed food and other agricultural products by size, weight, color, or condition.",2.0,1.0,3.6,4.36,1.18,1.75,1.44,False,False,35730.0,29580.0,44490.0,17.18,25180.0,,
45-2091.00,Agricultural Equipment Operators,"Drive and control equipment to support agricultural activities such as tilling soil; planting, cultivating, and harvesting crops; feeding and herding livestock; or removing animal waste. May perform tasks such as crop baling or hay bucking. May operate stationary equipment to perform post-harvest tasks such as husking, shelling, threshing, and ginning.",2.0,1.0,3.68,2.57,1.62,1.88,1.67,False,False,41730.0,33500.0,58650.0,20.06,28500.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.j', 'name': 'Equipment Maintenance'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.l', 'name': 'Repairing'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}]",
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Manually plant, cultivate, and harvest vegetables, fruits, nuts, horticultural specialties, and field crops. Use hand tools, such as shovels, trowels, hoes, tampers, pruning hooks, shears, and knives. Duties may include tilling soil and applying fertilizers; transplanting, weeding, thinning, or pruning crops; applying pesticides; or cleaning, grading, sorting, packing, and loading harvested products. May construct trellises, repair fences and farm buildings, or participate in irrigation activities.",2.0,1.0,3.48,3.03,1.34,2.39,1.93,False,False,35660.0,32900.0,45690.0,17.14,265500.0,"[{'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}]",
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Attend to live farm, ranch, open range or aquacultural animals that may include cattle, sheep, swine, goats, horses and other equines, poultry, rabbits, finfish, shellfish, and bees. Attend to animals produced for animal products, such as meat, fur, skins, feathers, eggs, milk, and honey. Duties may include feeding, watering, herding, grazing, milking, castrating, branding, de-beaking, weighing, catching, and loading animals. May maintain records on animals; examine animals to detect diseases and injuries; assist in birth deliveries; and administer medications, vaccinations, or insecticides as appropriate. May clean and maintain animal housing areas. Includes workers who shear wool from sheep and collect eggs in hatcheries.",2.0,4.0,4.12,3.57,1.35,3.07,1.7,False,False,36670.0,27360.0,54080.0,17.63,32810.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
45-2099.00,"Agricultural Workers, All Other",All agricultural workers not listed separately.,,,,,,,,,False,39850.0,27760.0,76940.0,19.16,3620.0,,
45-3031.00,Fishing and Hunting Workers,"Hunt, trap, catch, or gather wild animals or aquatic animals and plants. May use nets, traps, or other equipment. May haul catch onto ship or other vessel.",2.0,1.0,4.1,3.61,1.48,3.19,2.48,False,False,,,,,,"[{'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
45-4011.00,Forest and Conservation Workers,"Under supervision, perform manual labor necessary to develop, maintain, or protect areas such as forests, forested areas, woodlands, wetlands, and rangelands through such activities as raising and transporting seedlings; combating insects, pests, and diseases harmful to plant life; and building structures to control water, erosion, and leaching of soil. Includes forester aides, seedling pullers, tree planters, and gatherers of nontimber forestry products such as pine straw.",2.0,2.0,4.32,3.05,1.36,3.91,1.64,False,False,43680.0,33780.0,57220.0,21.0,6050.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
45-4021.00,Fallers,Use axes or chainsaws to fell trees using knowledge of tree characteristics and cutting techniques to control direction of fall and minimize tree damage.,2.0,1.0,2.84,1.29,1.09,1.84,1.92,False,False,52100.0,35180.0,82360.0,25.05,3130.0,"[{'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
45-4022.00,Logging Equipment Operators,"Drive logging tractor or wheeled vehicle equipped with one or more accessories, such as bulldozer blade, frontal shear, grapple, logging arch, cable winches, hoisting rack, or crane boom, to fell tree; to skid, load, unload, or stack logs; or to pull stumps or clear brush. Includes operating stand-alone logging machines, such as log chippers.",2.0,1.0,4.13,1.55,1.6,2.49,1.5,False,False,49740.0,35170.0,74300.0,23.91,21060.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.j', 'name': 'Equipment Maintenance'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}]",
45-4023.00,Log Graders and Scalers,"Grade logs or estimate the marketable content or value of logs or pulpwood in sorting yards, millpond, log deck, or similar locations. Inspect logs for defects or measure logs to determine volume.",2.0,2.0,3.8,2.9,1.05,3.29,1.47,False,False,46330.0,34950.0,62400.0,22.27,3070.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.c', 'name': 'Writing'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}]",
45-4029.00,"Logging Workers, All Other",All logging workers not listed separately.,,,,,,,,,False,50840.0,36380.0,69350.0,24.44,1700.0,,
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Directly supervise and coordinate activities of construction or extraction workers.,3.0,3.0,4.96,3.86,1.61,3.74,1.42,False,False,79920.0,53280.0,128260.0,38.42,812210.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.c', 'name': 'Learning Strategies'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.a', 'name': 'Social Perceptiveness'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
47-1011.03,Solar Energy Installation Managers,Direct work crews installing residential or commercial solar photovoltaic or thermal systems.,3.0,2.0,4.85,4.0,1.11,3.95,1.57,False,False,79920.0,53280.0,128260.0,38.42,812210.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.1.c', 'name': 'Persuasion'}, {'id': '2.B.1.e', 'name': 'Instructing'}, {'id': '2.B.1.f', 'name': 'Service Orientation'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}, {'id': '2.B.5.d', 'name': 'Management of Personnel Resources'}]",
47-2011.00,Boilermakers,"Construct, assemble, maintain, and repair stationary steam boilers and boiler house auxiliaries. Align structures or plate sections to assemble boiler frame tanks or vats, following blueprints. Work involves use of hand and power tools, plumb bobs, levels, wedges, dogs, or turnbuckles. Assist in testing assembled vessels. Direct cleaning of boilers and boiler furnaces. Inspect and repair boiler fittings, such as safety valves, regulators, automatic-control mechanisms, water columns, and auxiliary machines.",2.0,2.0,4.67,3.57,1.9,3.78,1.43,False,False,76410.0,50490.0,110370.0,36.74,10190.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.c', 'name': 'Equipment Selection'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.j', 'name': 'Equipment Maintenance'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.l', 'name': 'Repairing'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}]",
47-2021.00,Brickmasons and Blockmasons,"Lay and bind building materials, such as brick, structural tile, concrete block, cinder block, glass block, and terra-cotta block, with mortar and other substances, to construct or repair walls, partitions, arches, sewers, and other structures.",2.0,2.0,3.92,4.31,2.0,2.74,1.83,False,False,62120.0,44820.0,100010.0,29.87,52550.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2022.00,Stonemasons,"Build stone structures, such as piers, walls, and abutments. Lay walks, curbstones, or special types of masonry for vats, tanks, and floors.",2.0,2.0,4.18,4.1,1.27,4.11,2.11,False,False,57390.0,39300.0,86180.0,27.59,7820.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2031.00,Carpenters,"Construct, erect, install, or repair structures and fixtures made of wood and comparable materials, such as concrete forms; building frameworks, including partitions, joists, studding, and rafters; and wood stairways, window and door frames, and hardwood floors. May also install cabinets, siding, drywall, and batt or roll insulation. Includes brattice builders who build doors or brattices (ventilation walls or partitions) in underground passageways.",2.0,2.0,4.74,3.9,1.7,2.97,1.49,False,False,60580.0,40410.0,99910.0,29.12,670090.0,"[{'id': '2.A.1.a', 'name': 'Reading Comprehension'}, {'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.b', 'name': 'Active Learning'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2041.00,Carpet Installers,Lay and install carpet from rolls or blocks on floors. Install padding and trim flooring materials.,2.0,2.0,4.33,3.37,1.19,3.35,1.39,False,False,50340.0,35450.0,82140.0,24.2,13780.0,"[{'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles","Apply blocks, strips, or sheets of shock-absorbing, sound-deadening, or decorative coverings to floors.",2.0,2.0,4.65,3.8,1.01,3.32,1.7,False,False,56460.0,37600.0,96700.0,27.14,23640.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}]",
47-2043.00,Floor Sanders and Finishers,"Scrape and sand wooden floors to smooth surfaces using floor scraper and floor sanding machine, and apply coats of finish.",2.0,1.0,3.95,2.96,1.66,3.12,1.46,False,False,50440.0,37070.0,70340.0,24.25,3720.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}]",
47-2044.00,Tile and Stone Setters,"Apply hard tile, stone, and comparable materials to walls, floors, ceilings, countertops, and roof decks.",2.0,2.0,3.81,3.36,1.05,2.56,1.31,False,False,55690.0,37140.0,86110.0,26.77,35850.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.1.e', 'name': 'Mathematics'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2051.00,Cement Masons and Concrete Finishers,"Smooth and finish surfaces of poured concrete, such as floors, walks, sidewalks, roads, or curbs using a variety of hand and power tools. Align forms for sidewalks, curbs, or gutters; patch voids; and use saws to cut expansion joints.",2.0,1.0,3.95,4.42,2.27,2.69,1.78,False,False,57020.0,39190.0,85480.0,27.41,206170.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.2.i', 'name': 'Complex Problem Solving'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}, {'id': '2.B.4.e', 'name': 'Judgment and Decision Making'}, {'id': '2.B.5.a', 'name': 'Time Management'}]",
47-2053.00,Terrazzo Workers and Finishers,"Apply a mixture of cement, sand, pigment, or marble chips to floors, stairways, and cabinet fixtures to fashion durable and decorative surfaces.",2.0,2.0,3.55,3.69,1.74,2.14,1.59,False,False,76170.0,46090.0,126130.0,36.62,1180.0,"[{'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.m', 'name': 'Quality Control Analysis'}]",
47-2061.00,Construction Laborers,"Perform tasks involving physical labor at construction sites. May operate hand and power tools of all types: air hammers, earth tampers, cement mixers, small mechanical hoists, surveying and measuring equipment, and a variety of other equipment and instruments. May clean and prepare sites, dig trenches, set braces to support the sides of excavations, erect scaffolding, and clean up rubble, debris, and other waste materials. May assist other craft workers.",2.0,2.0,4.55,3.59,1.35,2.21,2.15,False,False,47120.0,35090.0,78090.0,22.65,1096780.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.1.d', 'name': 'Speaking'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}]",
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators","Operate equipment used for applying concrete, asphalt, or other materials to road beds, parking lots, or airport runways and taxiways or for tamping gravel, dirt, or other materials. Includes concrete and asphalt paving machine operators, form tampers, tamping machine operators, and stone spreader operators.",2.0,1.0,3.53,3.95,2.16,3.07,2.17,False,False,53340.0,38230.0,92230.0,25.64,41820.0,"[{'id': '2.A.2.a', 'name': 'Critical Thinking'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}, {'id': '2.B.3.l', 'name': 'Repairing'}]",
47-2072.00,Pile Driver Operators,"Operate pile drivers mounted on skids, barges, crawler treads, or locomotive cranes to drive pilings for retaining walls, bulkheads, and foundations of structures such as buildings, bridges, and piers.",2.0,2.0,4.52,3.93,1.44,2.44,1.71,False,False,73300.0,48790.0,124600.0,35.24,2310.0,"[{'id': '2.A.1.b', 'name': 'Active Listening'}, {'id': '2.A.2.d', 'name': 'Monitoring'}, {'id': '2.B.1.b', 'name': 'Coordination'}, {'id': '2.B.3.g', 'name': 'Operations Monitoring'}, {'id': '2.B.3.h', 'name': 'Operation and Control'}, {'id': '2.B.3.j', 'name': 'Equipment Maintenance'}, {'id': '2.B.3.k', 'name': 'Troubleshooting'}]",
